// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 14 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
BuildScript: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.bat
// ***** Done, took 00:00:03 (3.17 sec)   *****
// Found 12 benchmarks:
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1600 1596 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 0)" --job ShortRun --benchmarkId 0 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

Min = 59.789 ns, Q1 = 59.924 ns, Median = 60.058 ns, Q3 = 60.096 ns, Max = 60.134 ns
IQR = 0.172 ns, LowerFence = 59.665 ns, UpperFence = 60.354 ns
ConfidenceInterval = [56.691 ns; 63.296 ns] (CI 99.9%), Margin = 3.303 ns (5.50% of Mean)
Skewness = -0.31, Kurtosis = 0.67, MValue = 2

// ** Remained 6 (42.9%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1844 1864 --benchmarkName "PInvokeBench.FillBenchmarks.V3_DllImport_RefByte(Size: 256)" --job ShortRun --benchmarkId 8 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 244200.00 ns, 244.2000 us/op
WorkloadJitting  1: 1 op, 6431000.00 ns, 6.4310 ms/op

OverheadJitting  2: 16 op, 417700.00 ns, 26.1063 us/op
WorkloadJitting  2: 16 op, 390100.00 ns, 24.3813 us/op

WorkloadPilot    1: 16 op, 3300.00 ns, 206.2500 ns/op
WorkloadPilot    2: 32 op, 2300.00 ns, 71.8750 ns/op
WorkloadPilot    3: 64 op, 4400.00 ns, 68.7500 ns/op
WorkloadPilot    4: 128 op, 9100.00 ns, 71.0938 ns/op
WorkloadPilot    5: 256 op, 16900.00 ns, 66.0156 ns/op
WorkloadPilot    6: 512 op, 34200.00 ns, 66.7969 ns/op
WorkloadPilot    7: 1024 op, 69500.00 ns, 67.8711 ns/op
WorkloadPilot    8: 2048 op, 137300.00 ns, 67.0410 ns/op
WorkloadPilot    9: 4096 op, 276600.00 ns, 67.5293 ns/op
WorkloadPilot   10: 8192 op, 560700.00 ns, 68.4448 ns/op
WorkloadPilot   11: 16384 op, 1083600.00 ns, 66.1377 ns/op
WorkloadPilot   12: 32768 op, 2291400.00 ns, 69.9280 ns/op
WorkloadPilot   13: 65536 op, 4048400.00 ns, 61.7737 ns/op
WorkloadPilot   14: 131072 op, 7977900.00 ns, 60.8665 ns/op
WorkloadPilot   15: 262144 op, 16988600.00 ns, 64.8064 ns/op
WorkloadPilot   16: 524288 op, 35746100.00 ns, 68.1803 ns/op
WorkloadPilot   17: 1048576 op, 63100900.00 ns, 60.1777 ns/op
WorkloadPilot   18: 2097152 op, 132778300.00 ns, 63.3136 ns/op
WorkloadPilot   19: 4194304 op, 259008800.00 ns, 61.7525 ns/op
WorkloadPilot   20: 8388608 op, 512961300.00 ns, 61.1498 ns/op

OverheadWarmup   1: 8388608 op, 15851300.00 ns, 1.8896 ns/op
OverheadWarmup   2: 8388608 op, 17101000.00 ns, 2.0386 ns/op
OverheadWarmup   3: 8388608 op, 17145700.00 ns, 2.0439 ns/op
OverheadWarmup   4: 8388608 op, 16421200.00 ns, 1.9576 ns/op
OverheadWarmup   5: 8388608 op, 18074600.00 ns, 2.1547 ns/op
OverheadWarmup   6: 8388608 op, 16294300.00 ns, 1.9424 ns/op

OverheadActual   1: 8388608 op, 16210800.00 ns, 1.9325 ns/op
OverheadActual   2: 8388608 op, 16530800.00 ns, 1.9706 ns/op
OverheadActual   3: 8388608 op, 16899900.00 ns, 2.0146 ns/op
OverheadActual   4: 8388608 op, 17034500.00 ns, 2.0307 ns/op
OverheadActual   5: 8388608 op, 17048100.00 ns, 2.0323 ns/op
OverheadActual   6: 8388608 op, 17698600.00 ns, 2.1098 ns/op
OverheadActual   7: 8388608 op, 17684500.00 ns, 2.1082 ns/op
OverheadActual   8: 8388608 op, 17626000.00 ns, 2.1012 ns/op
OverheadActual   9: 8388608 op, 19213600.00 ns, 2.2904 ns/op
OverheadActual  10: 8388608 op, 19745600.00 ns, 2.3539 ns/op
OverheadActual  11: 8388608 op, 19610600.00 ns, 2.3378 ns/op
OverheadActual  12: 8388608 op, 23286300.00 ns, 2.7759 ns/op
OverheadActual  13: 8388608 op, 21346400.00 ns, 2.5447 ns/op
OverheadActual  14: 8388608 op, 20404100.00 ns, 2.4324 ns/op
OverheadActual  15: 8388608 op, 20162700.00 ns, 2.4036 ns/op
OverheadActual  16: 8388608 op, 20489500.00 ns, 2.4425 ns/op
OverheadActual  17: 8388608 op, 19249800.00 ns, 2.2948 ns/op
OverheadActual  18: 8388608 op, 20781300.00 ns, 2.4773 ns/op
OverheadActual  19: 8388608 op, 22013200.00 ns, 2.6242 ns/op
OverheadActual  20: 8388608 op, 22234000.00 ns, 2.6505 ns/op

WorkloadWarmup   1: 8388608 op, 625549700.00 ns, 74.5713 ns/op
WorkloadWarmup   2: 8388608 op, 545363000.00 ns, 65.0123 ns/op
WorkloadWarmup   3: 8388608 op, 527654300.00 ns, 62.9013 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 527097800.00 ns, 62.8350 ns/op
WorkloadActual   2: 8388608 op, 518071100.00 ns, 61.7589 ns/op
WorkloadActual   3: 8388608 op, 506865200.00 ns, 60.4230 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 507667600.00 ns, 60.5187 ns/op
WorkloadResult   2: 8388608 op, 498640900.00 ns, 59.4426 ns/op
WorkloadResult   3: 8388608 op, 487435000.00 ns, 58.1068 ns/op
// GC:  0 0 0 8192 8388608
// Threading:  0 0 8388608

// AfterAll
// Benchmark Process 16952 has exited with code 0.

Mean = 59.356 ns, StdErr = 0.698 ns (1.18%), N = 3, StdDev = 1.208 ns
Min = 58.107 ns, Q1 = 58.775 ns, Median = 59.443 ns, Q3 = 59.981 ns, Max = 60.519 ns
IQR = 1.206 ns, LowerFence = 56.966 ns, UpperFence = 61.790 ns
ConfidenceInterval = [37.312 ns; 81.400 ns] (CI 99.9%), Margin = 22.044 ns (37.14% of Mean)
Skewness = -0.07, Kurtosis = 0.67, MValue = 2

// ** Remained 5 (35.7%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1864 1924 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 4096)" --job ShortRun --benchmarkId 9 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 242000.00 ns, 242.0000 us/op
WorkloadJitting  1: 1 op, 663500.00 ns, 663.5000 us/op

OverheadJitting  2: 16 op, 411000.00 ns, 25.6875 us/op
WorkloadJitting  2: 16 op, 388700.00 ns, 24.2938 us/op

WorkloadPilot    1: 16 op, 12400.00 ns, 775.0000 ns/op
WorkloadPilot    2: 32 op, 19300.00 ns, 603.1250 ns/op
WorkloadPilot    3: 64 op, 38200.00 ns, 596.8750 ns/op
WorkloadPilot    4: 128 op, 76400.00 ns, 596.8750 ns/op
WorkloadPilot    5: 256 op, 159200.00 ns, 621.8750 ns/op
WorkloadPilot    6: 512 op, 303000.00 ns, 591.7969 ns/op
WorkloadPilot    7: 1024 op, 617300.00 ns, 602.8320 ns/op
WorkloadPilot    8: 2048 op, 1211700.00 ns, 591.6504 ns/op
WorkloadPilot    9: 4096 op, 2438000.00 ns, 595.2148 ns/op
WorkloadPilot   10: 8192 op, 4891400.00 ns, 597.0947 ns/op
WorkloadPilot   11: 16384 op, 9745800.00 ns, 594.8364 ns/op
WorkloadPilot   12: 32768 op, 19583200.00 ns, 597.6318 ns/op
WorkloadPilot   13: 65536 op, 38631200.00 ns, 589.4653 ns/op
WorkloadPilot   14: 131072 op, 75339800.00 ns, 574.7971 ns/op
WorkloadPilot   15: 262144 op, 159013900.00 ns, 606.5899 ns/op
WorkloadPilot   16: 524288 op, 301092300.00 ns, 574.2880 ns/op
WorkloadPilot   17: 1048576 op, 682102700.00 ns, 650.5038 ns/op

OverheadWarmup   1: 1048576 op, 2548700.00 ns, 2.4306 ns/op
OverheadWarmup   2: 1048576 op, 2292100.00 ns, 2.1859 ns/op
OverheadWarmup   3: 1048576 op, 2317900.00 ns, 2.2105 ns/op
OverheadWarmup   4: 1048576 op, 2351200.00 ns, 2.2423 ns/op
OverheadWarmup   5: 1048576 op, 2451200.00 ns, 2.3376 ns/op
OverheadWarmup   6: 1048576 op, 2357900.00 ns, 2.2487 ns/op
OverheadWarmup   7: 1048576 op, 2354600.00 ns, 2.2455 ns/op
OverheadWarmup   8: 1048576 op, 2468200.00 ns, 2.3539 ns/op
OverheadWarmup   9: 1048576 op, 2388100.00 ns, 2.2775 ns/op

OverheadActual   1: 1048576 op, 2479600.00 ns, 2.3647 ns/op
OverheadActual   2: 1048576 op, 2461200.00 ns, 2.3472 ns/op
OverheadActual   3: 1048576 op, 2431800.00 ns, 2.3191 ns/op
OverheadActual   4: 1048576 op, 2381300.00 ns, 2.2710 ns/op
OverheadActual   5: 1048576 op, 2449600.00 ns, 2.3361 ns/op
OverheadActual   6: 1048576 op, 2473200.00 ns, 2.3586 ns/op
OverheadActual   7: 1048576 op, 2448800.00 ns, 2.3354 ns/op
OverheadActual   8: 1048576 op, 2400700.00 ns, 2.2895 ns/op
OverheadActual   9: 1048576 op, 2378900.00 ns, 2.2687 ns/op
OverheadActual  10: 1048576 op, 2468100.00 ns, 2.3538 ns/op
OverheadActual  11: 1048576 op, 2393400.00 ns, 2.2825 ns/op
OverheadActual  12: 1048576 op, 2297800.00 ns, 2.1914 ns/op
OverheadActual  13: 1048576 op, 2341000.00 ns, 2.2326 ns/op
OverheadActual  14: 1048576 op, 2372600.00 ns, 2.2627 ns/op
OverheadActual  15: 1048576 op, 2318800.00 ns, 2.2114 ns/op

WorkloadWarmup   1: 1048576 op, 625317700.00 ns, 596.3494 ns/op
WorkloadWarmup   2: 1048576 op, 572937400.00 ns, 546.3957 ns/op
WorkloadWarmup   3: 1048576 op, 574790000.00 ns, 548.1625 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 583304000.00 ns, 556.2820 ns/op
WorkloadActual   2: 1048576 op, 575966500.00 ns, 549.2845 ns/op
WorkloadActual   3: 1048576 op, 568152100.00 ns, 541.8321 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 580903300.00 ns, 553.9926 ns/op
WorkloadResult   2: 1048576 op, 573565800.00 ns, 546.9950 ns/op
WorkloadResult   3: 1048576 op, 565751400.00 ns, 539.5426 ns/op
// GC:  0 0 0 8192 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 30024 has exited with code 0.

Mean = 546.843 ns, StdErr = 4.172 ns (0.76%), N = 3, StdDev = 7.226 ns
Min = 539.543 ns, Q1 = 543.269 ns, Median = 546.995 ns, Q3 = 550.494 ns, Max = 553.993 ns
IQR = 7.225 ns, LowerFence = 532.431 ns, UpperFence = 561.331 ns
ConfidenceInterval = [415.011 ns; 678.676 ns] (CI 99.9%), Margin = 131.832 ns (24.11% of Mean)
Skewness = -0.02, Kurtosis = 0.67, MValue = 2

// ** Remained 4 (28.6%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 872 1796 --benchmarkName "PInvokeBench.FillBenchmarks.V2_DllImport_Fixed(Size: 4096)" --job ShortRun --benchmarkId 10 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 233500.00 ns, 233.5000 us/op
WorkloadJitting  1: 1 op, 7868100.00 ns, 7.8681 ms/op

OverheadJitting  2: 16 op, 428400.00 ns, 26.7750 us/op
WorkloadJitting  2: 16 op, 388600.00 ns, 24.2875 us/op

WorkloadPilot    1: 16 op, 10800.00 ns, 675.0000 ns/op
WorkloadPilot    2: 32 op, 19000.00 ns, 593.7500 ns/op
WorkloadPilot    3: 64 op, 37700.00 ns, 589.0625 ns/op
WorkloadPilot    4: 128 op, 75200.00 ns, 587.5000 ns/op
WorkloadPilot    5: 256 op, 150000.00 ns, 585.9375 ns/op
WorkloadPilot    6: 512 op, 300700.00 ns, 587.3047 ns/op
WorkloadPilot    7: 1024 op, 599400.00 ns, 585.3516 ns/op
WorkloadPilot    8: 2048 op, 1291500.00 ns, 630.6152 ns/op
WorkloadPilot    9: 4096 op, 2433100.00 ns, 594.0186 ns/op
WorkloadPilot   10: 8192 op, 4816800.00 ns, 587.9883 ns/op
WorkloadPilot   11: 16384 op, 9938400.00 ns, 606.5918 ns/op
WorkloadPilot   12: 32768 op, 21290000.00 ns, 649.7192 ns/op
WorkloadPilot   13: 65536 op, 47619400.00 ns, 726.6144 ns/op
WorkloadPilot   14: 131072 op, 85224400.00 ns, 650.2106 ns/op
WorkloadPilot   15: 262144 op, 155867100.00 ns, 594.5858 ns/op
WorkloadPilot   16: 524288 op, 437372500.00 ns, 834.2218 ns/op
WorkloadPilot   17: 1048576 op, 803096500.00 ns, 765.8925 ns/op

OverheadWarmup   1: 1048576 op, 2138300.00 ns, 2.0392 ns/op
OverheadWarmup   2: 1048576 op, 2112300.00 ns, 2.0144 ns/op
OverheadWarmup   3: 1048576 op, 2119600.00 ns, 2.0214 ns/op
OverheadWarmup   4: 1048576 op, 2121200.00 ns, 2.0229 ns/op
OverheadWarmup   5: 1048576 op, 2126300.00 ns, 2.0278 ns/op
OverheadWarmup   6: 1048576 op, 2145000.00 ns, 2.0456 ns/op
OverheadWarmup   7: 1048576 op, 2013200.00 ns, 1.9199 ns/op
OverheadWarmup   8: 1048576 op, 2010100.00 ns, 1.9170 ns/op
OverheadWarmup   9: 1048576 op, 2050300.00 ns, 1.9553 ns/op
OverheadWarmup  10: 1048576 op, 2085300.00 ns, 1.9887 ns/op

OverheadActual   1: 1048576 op, 2123100.00 ns, 2.0247 ns/op
OverheadActual   2: 1048576 op, 2067600.00 ns, 1.9718 ns/op
OverheadActual   3: 1048576 op, 2112400.00 ns, 2.0145 ns/op
OverheadActual   4: 1048576 op, 2018700.00 ns, 1.9252 ns/op
OverheadActual   5: 1048576 op, 2113400.00 ns, 2.0155 ns/op
OverheadActual   6: 1048576 op, 2084300.00 ns, 1.9877 ns/op
OverheadActual   7: 1048576 op, 1959200.00 ns, 1.8684 ns/op
OverheadActual   8: 1048576 op, 1964800.00 ns, 1.8738 ns/op
OverheadActual   9: 1048576 op, 1931100.00 ns, 1.8416 ns/op
OverheadActual  10: 1048576 op, 1977500.00 ns, 1.8859 ns/op
OverheadActual  11: 1048576 op, 2133900.00 ns, 2.0350 ns/op
OverheadActual  12: 1048576 op, 2003300.00 ns, 1.9105 ns/op
OverheadActual  13: 1048576 op, 1973200.00 ns, 1.8818 ns/op
OverheadActual  14: 1048576 op, 2140800.00 ns, 2.0416 ns/op
OverheadActual  15: 1048576 op, 2137800.00 ns, 2.0388 ns/op

WorkloadWarmup   1: 1048576 op, 651398000.00 ns, 621.2215 ns/op
WorkloadWarmup   2: 1048576 op, 751052200.00 ns, 716.2592 ns/op
WorkloadWarmup   3: 1048576 op, 614124500.00 ns, 585.6748 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 633825900.00 ns, 604.4635 ns/op
WorkloadActual   2: 1048576 op, 593855900.00 ns, 566.3451 ns/op
WorkloadActual   3: 1048576 op, 620659300.00 ns, 591.9068 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 631758300.00 ns, 602.4917 ns/op
WorkloadResult   2: 1048576 op, 591788300.00 ns, 564.3733 ns/op
WorkloadResult   3: 1048576 op, 618591700.00 ns, 589.9350 ns/op
// GC:  0 0 0 8192 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 9472 has exited with code 0.

Mean = 585.600 ns, StdErr = 11.215 ns (1.92%), N = 3, StdDev = 19.425 ns
Min = 564.373 ns, Q1 = 577.154 ns, Median = 589.935 ns, Q3 = 596.213 ns, Max = 602.492 ns
IQR = 19.059 ns, LowerFence = 548.565 ns, UpperFence = 624.802 ns
ConfidenceInterval = [231.208 ns; 939.992 ns] (CI 99.9%), Margin = 354.392 ns (60.52% of Mean)
Skewness = -0.21, Kurtosis = 0.67, MValue = 2

// ** Remained 3 (21.4%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1820 1656 --benchmarkName "PInvokeBench.FillBenchmarks.V3_DllImport_RefByte(Size: 4096)" --job ShortRun --benchmarkId 11 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 238500.00 ns, 238.5000 us/op
WorkloadJitting  1: 1 op, 6007900.00 ns, 6.0079 ms/op

OverheadJitting  2: 16 op, 424300.00 ns, 26.5188 us/op
WorkloadJitting  2: 16 op, 387500.00 ns, 24.2188 us/op

WorkloadPilot    1: 16 op, 11100.00 ns, 693.7500 ns/op
WorkloadPilot    2: 32 op, 19700.00 ns, 615.6250 ns/op
WorkloadPilot    3: 64 op, 38900.00 ns, 607.8125 ns/op
WorkloadPilot    4: 128 op, 77400.00 ns, 604.6875 ns/op
WorkloadPilot    5: 256 op, 154400.00 ns, 603.1250 ns/op
WorkloadPilot    6: 512 op, 315500.00 ns, 616.2109 ns/op
WorkloadPilot    7: 1024 op, 914800.00 ns, 893.3594 ns/op
WorkloadPilot    8: 2048 op, 1267500.00 ns, 618.8965 ns/op
WorkloadPilot    9: 4096 op, 2480600.00 ns, 605.6152 ns/op
WorkloadPilot   10: 8192 op, 4976300.00 ns, 607.4585 ns/op
WorkloadPilot   11: 16384 op, 10820400.00 ns, 660.4248 ns/op
WorkloadPilot   12: 32768 op, 19936000.00 ns, 608.3984 ns/op
WorkloadPilot   13: 65536 op, 39605600.00 ns, 604.3335 ns/op
WorkloadPilot   14: 131072 op, 79858400.00 ns, 609.2712 ns/op
WorkloadPilot   15: 262144 op, 162820800.00 ns, 621.1121 ns/op
WorkloadPilot   16: 524288 op, 299664300.00 ns, 571.5643 ns/op
WorkloadPilot   17: 1048576 op, 597322000.00 ns, 569.6507 ns/op

OverheadWarmup   1: 1048576 op, 1926700.00 ns, 1.8374 ns/op
OverheadWarmup   2: 1048576 op, 1945400.00 ns, 1.8553 ns/op
OverheadWarmup   3: 1048576 op, 1977700.00 ns, 1.8861 ns/op
OverheadWarmup   4: 1048576 op, 2595600.00 ns, 2.4754 ns/op
OverheadWarmup   5: 1048576 op, 1958100.00 ns, 1.8674 ns/op
OverheadWarmup   6: 1048576 op, 1941300.00 ns, 1.8514 ns/op
OverheadWarmup   7: 1048576 op, 1946500.00 ns, 1.8563 ns/op
OverheadWarmup   8: 1048576 op, 1906300.00 ns, 1.8180 ns/op

OverheadActual   1: 1048576 op, 1931600.00 ns, 1.8421 ns/op
OverheadActual   2: 1048576 op, 1949200.00 ns, 1.8589 ns/op
OverheadActual   3: 1048576 op, 1921500.00 ns, 1.8325 ns/op
OverheadActual   4: 1048576 op, 1933900.00 ns, 1.8443 ns/op
OverheadActual   5: 1048576 op, 1974800.00 ns, 1.8833 ns/op
OverheadActual   6: 1048576 op, 2689800.00 ns, 2.5652 ns/op
OverheadActual   7: 1048576 op, 1942900.00 ns, 1.8529 ns/op
OverheadActual   8: 1048576 op, 1982100.00 ns, 1.8903 ns/op
OverheadActual   9: 1048576 op, 1920800.00 ns, 1.8318 ns/op
OverheadActual  10: 1048576 op, 2467500.00 ns, 2.3532 ns/op
OverheadActual  11: 1048576 op, 2010400.00 ns, 1.9173 ns/op
OverheadActual  12: 1048576 op, 1893400.00 ns, 1.8057 ns/op
OverheadActual  13: 1048576 op, 1984200.00 ns, 1.8923 ns/op
OverheadActual  14: 1048576 op, 1868500.00 ns, 1.7819 ns/op
OverheadActual  15: 1048576 op, 1910800.00 ns, 1.8223 ns/op

WorkloadWarmup   1: 1048576 op, 583058700.00 ns, 556.0481 ns/op
WorkloadWarmup   2: 1048576 op, 587035600.00 ns, 559.8408 ns/op
WorkloadWarmup   3: 1048576 op, 662934700.00 ns, 632.2238 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 661810400.00 ns, 631.1516 ns/op
WorkloadActual   2: 1048576 op, 611363400.00 ns, 583.0416 ns/op
WorkloadActual   3: 1048576 op, 717974900.00 ns, 684.7142 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 659867500.00 ns, 629.2987 ns/op
WorkloadResult   2: 1048576 op, 609420500.00 ns, 581.1887 ns/op
WorkloadResult   3: 1048576 op, 716032000.00 ns, 682.8613 ns/op
// GC:  0 0 0 8192 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 28896 has exited with code 0.

Mean = 631.116 ns, StdErr = 29.364 ns (4.65%), N = 3, StdDev = 50.861 ns
Min = 581.189 ns, Q1 = 605.244 ns, Median = 629.299 ns, Q3 = 656.080 ns, Max = 682.861 ns
IQR = 50.836 ns, LowerFence = 528.989 ns, UpperFence = 732.334 ns
ConfidenceInterval = [-296.772 ns; 1,559.005 ns] (CI 99.9%), Margin = 927.888 ns (147.02% of Mean)
Skewness = 0.04, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (14.3%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\PInvokeBench.FillBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\PInvokeBench.FillBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\PInvokeBench.FillBenchmarks-report.html

// * Detailed results *
FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
Runtime = .NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256; GC = Concurrent Workstation
Mean = 12.254 ns, StdErr = 1.012 ns (8.26%), N = 3, StdDev = 1.753 ns
Min = 11.015 ns, Q1 = 11.251 ns, Median = 11.487 ns, Q3 = 12.873 ns, Max = 14.260 ns
IQR = 1.622 ns, LowerFence = 8.818 ns, UpperFence = 15.306 ns
ConfidenceInterval = [-19.725 ns; 44.232 ns] (CI 99.9%), Margin = 31.978 ns (260.97% of Mean)
Skewness = 0.35, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[ 9.420 ns ; 12.846 ns) | @@
[12.846 ns ; 15.855 ns) | @
---------------------------------------------------

FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
